review/summary,num_letters
suscept humid,12
experi razr,10
v good bad ugli,12
buy phone,8
thin fragil rubber,16
purchas,7
wast time,8
excel product person servic extraordinarili good,43
hard use,7
mobil sidekick yeah right,22
bought use play draw someth,23
wrong descript,13
complet piec garbag,17
love phone,9
wast money,9
good basic phone w cool light effect bad batteri life recept,50
love phone,9
ok,2
great product,12
beauti design smooth flip open easili,32
phone suck,9
nice phone,9
caution doe fit,13
shoddi construct inaccur pictur,28
nokia cell transfer cord,21
cabl need,8
cabl,4
nokia cabl,9
problem transact,15
excel item,9
slap cingular,12
work great price decent,20
nokia oem work great,17
nokia ca usb data cabl,18
soni bpt phone batteri,19
wrong product,12
think doe matter,14
suffici protect,14
decent phone price,16
good phone worth price pay,22
tri anoth phone,13
good phone decept,15
moto store discount,17
n unbeliev valu money,18
great,5
speaker phone great,17
veri power versatil phone,22
high hope,8
quit hope,8
great phone make leap razr worth,27
got phone second tri,17
buy phone amazon ani phone,22
poor qualiti pooer servic,22
best perform razer,16
lie drop call phone problem,23
cool design need get use featur,26
hijack cingular,14
awesom easi hack,14
razr v xx best razr phone availbl,27
best phone,9
awesom phone,11
great phone minor chang onli tri band,31
easi use even,11
motorola razr v xx phone cingular,28
pretti good phone,15
best motorola phone ever,21
excel case,9
oem silicon skin,14
great product,12
advertis,8
plea,4
blackberri travel charger,23
great product,12
saansung car charger,18
beginn phone,11
low end hardwar good featur ad,25
okay,4
complet piec garbag,17
happi,5
cute,4
pink phone actual look maroon color,30
soni ericsson z,13
poor signal daili charg,20
pink stink,9
sgh c,4
broke,5
improv,6
great bargain,12
work blackjack phone,18
function aggrev,14
happi,5
product good work,15
horribl,7
headset serv purpos,17
work fine,8
eh,2
bad qualiti,10
good great,9
decent,6
great product,12
doesnt fit great,14
price worth,10
excel product,12
problem one,10
need,4
call one year plus mayb batteri,26
ericsson mah nimh extend batteri belt clip,36
standard nokia batteri bm,22
standard,8
longer last batteri use lithium ion,30
long last heavi,13
bls perform par specif,19
bah get someth el,14
fix wife old phone,15
great batteri,12
great,5
bulki,5
good batteri vibrat mode littl weak,30
doe job forev,11
phone pocket,11
neccessari accessori anyon,24
good care charg,13
alway low dead,12
vibrat batteri,13
quiet,5
nokia batteri,12
good replac batteri,17
great love batteri,16
comfort great sound,17
great cash,9
great price,10
good qualiti,11
amazon rebat scam,15
realli tini light import travel,27
thought would work,16
poor qualiti,11
never work,9
way better product review,22
crap,4
garbag,6
stay away,8
disappoint,10
item terribl,11
wow star durabl,13
extrem poor sound qualiti,22
meant buyer bewar,15
samsun,6
veri upset,9
decent product,13
good deal know use,15
unecessari sd slot comput reader,28
veri good product,15
charg transfer perfect,20
work great,9
doe want,7
also work,8
plea remov item titl descript,25
doe work,7
cabl,4
simpli doe work,13
lame,4
usb sync data cabl cd driver samsung,30
misinform given use product,24
great replac razr v except,22
arriv advertis northern help return,31
cheap phone,10
exact advertis,13
item great sell use item box total mess packag open item insid use,54
great deal good qualiti great price,30
stylish design poor qualiti,24
easi use uncomfort hour,20
good headset uncomfort,20
logitech blue tooth earpiec,24
decent function lousi construct,28
excel product,12
excruti,7
function ok break easi,19
sigh onli,8
earloop break custom servic tell want hear,36
compat logitech bluetooth hub,26
hear,4
uncomfort headset ever bad recept,29
work good design defect,20
unless veri quiet place talk,24
work great razr v,14
dissapoint,10
good sound okay transmiss fair batteri poor comfort,44
static static static,18
star rate,8
good clariti comfort,18
veri uncomfort,13
good sound good life bad cheap piec rabbit dung,39
uncomfort,9
work good noisi area,17
big car,6
heavi duti great product,21
must item window user,18
love case snap mute phone,21
forget brand name hype,19
bewar second rate seller,21
satisfi custom,13
great phone,10
got yesterday love alreadi,23
cool phone great featur minor setback,32
best phone ever,13
could use featur,14
nice phone flat keypad pain use,26
bluetooth,9
bluetooth,9
great case,9
great case,9
great case,9
n,1
excel,5
perfect fit,10
nice case wrong case,17
near perfect glove,16
still one best,12
back pictur given provid mix messag,30
look cool,8
one best seen,11
bodi glove make great product,25
motorola v v c bodi glove ion case outstand,35
great phone case,14
nice fit,7
case made,8
better oem,9
problemat holder,15
best,4
snug well made function bit bulki,28
big ear onli,10
need bigger ear guess,18
work veri well,12
premium vehicl power charger palmon treo w,36
work,4
get pay,6
work generat rf interfer,21
vehicl chager palm w,17
yes,3
lg extend life batteri,19
lg vx extend capac batteri,22
fantast,7
laptop batteri purchas,20
great batteri rather bulki,23
still wait shutdown,17
danger avoid compani,18
great product,12
brand new lg vx ultra extend lithium ion batteri mah batteri cover,55
best batteri ever,15
great batteri great cover,22
long time user problem,19
buy treo,7
treo total junk,13
terrif warranti run,17
buyer bewar,10
great world phone pda,18
terrif phone pda,14
wait someth better,16
never,5
time buy,7
smooth transact exact product nice easi supplier,42
rip,3
throwaway piec,13
dead batteri dead machin,21
palm treo pda phone,16
good pda terribl phone,19
amazon com drop ball,17
wrong phone,10
terrif concept poor execut,23
good palm larg phone,17
true converg devic,16
bad,3
phone peic garbag especi cingular,29
jone,4
wait th treo,10
phone veri unreli,15
good phone old model,17
piec junk,8
great phone get verizon wireless,28
great valu,9
awesom phone pda month,19
excel converg devic,17
good smartphon plagu serious problem,32
rd tri junk,9
think phone good,14
look,4
great pda decent phone mp player,27
palm support product,18
piec junk,8
palm interest support provid mislead info,36
year,4
wait th treo,10
good bad,7
problem phone,12
excel pda phone veri durabl,23
great palm phone limit,19
frozen disconnect crash everyday,29
phone good mobil servic awe,23
might well toy phone,17
ugh stay away,11
good choic gsm,12
piec junk,8
function need,12
bewar orang pixel problem,22
treo,4
good qualiti,11
trio refund,10
best phone ever,13
perfect,7
work well tricki instal,20
onli buy boxwav,13
imposs get,9
work ok come lose,14
complet satisfi found anyth better,30
cool design,10
use durabl claim,14
great clip,9
great idea low durabl,18
buy onli lea month,15
conveni broke pressur,19
expens long last,14
break time,9
worth conveni,12
need improv,10
mayb littl fragil still worth get,28
blame,5
bodi glove cellsuit neopren phone case ericsson phone,46
great idea terribl product,23
good idea bad execut,17
bad experi,9
cram togeth useabl,16
doesnt stay sync rip,17
custom servic,12
doe nt work,9
nice idea,8
nice product still difficult use normal size finger,44
bluetooth connect suffer constant failur,36
work keyboard stiff easi use,24
keypad rule,10
ok,2
extrem disappoint experi,22
satisfactori,12
could give star would,18
veri disappoint,14
overal great keyboard,19
poor batteri life poor custom servic,31
awesom cell phone cover,20
best protect great phone,21
comfi cool,9
veri worthwhil invest,19
great product,12
great protect phone,17
best seen,8
good great,9
quot best quot protect,19
cellsuit seri,12
grreat,6
snazzi littl case,15
easi break boom ear connector,25
great listen talk,15
poor sound,9
thing suck,9
veri good,8
uncomfort,9
great unit,9
best one use,10
buy,3
good look poor perform,19
bad news lot static poor qualiti,27
one hear,7
poor construct,13
want wast money earset buy,22
ouch,4
wast time money,13
decent,6
appear,6
veri durrabl,11
disappoint,10
realli worth,11
pain experi,10
cheap junk,9
flaw design amp qualiti,20
final comfort headset doe fall,26
great clear sound,15
veri disappoint,14
comfort design one hear,20
bad let count way,14
nokia,5
great mic bad earpiec,18
best tri,7
veri nice better nokia amp andrew,28
look good fall apart well,21
hear,4
hard wear eye glass sun glass,24
big wast money,12
look cool doe work veri well,23
great accessori,14
best earpiec found,16
disapoint,9
comfort cool,11
wast money,9
look cool sound great hard hear,26
cool,4
disappoint,10
work great stay plug,17
junk buy product subtl enough,25
great product,12
get product,10
everyon might work well,20
great,5
fit like glove hear everybodi nobodi hear,35
bodi glove hand free,17
better ericsson hand free updat,27
could,5
disappoint,10
best phone,9
bad could better,14
best phone ever,13
dont buy,7
facepl,6
phone cool,9
phone mixtur v,12
pretti good phone,15
upgrad,6
great phone,10
good phone,9
disappoint overr overal good phone,30
good phone,9
great phone,10
wast terribl servic,17
good bad,7
cdma version better work heavi load,30
phone ok mobil servic horribl,25
great better,11
nice phone,9
awesom,6
toy lousi coverag,15
half half,8
dont buy phone,12
ok phone get way dirti,18
bad,3
good product,11
buy phone today,13
stay away motorola,16
nice phone servic sometim,22
best phone ever,13
favorit phone,12
learn love despit flaw,19
veri nice phone,13
thank,5
good phone minor annoy,19
work,4
good phone,9
motorola lead way,15
veri disappoint still featur laden phone,35
love,4
good phone recommend,18
fragil phone ladi use,18
greatest phone,13
impress,7
bad bad bad bad phone,17
like,4
horribl phone,12
ok,2
nice look,8
find anoth phone,14
keep shop,8
great,5
great phone,10
price onli drop,13
horribl never buy motorola,23
veri nice phone,13
veri competit color phone,22
ok great,7
nice phone,9
great color phone,15
great phone,10
doe job veri well,14
amazon awesom mobil alright fedex amaz,33
big surpris,10
zz love phone,11
purchas,7
bad,3
dont get phone,12
con pro,6
flaw stood great custom servic,26
great phone,10
cool phone recept suck,19
poor batteri life,15
good phone bad camera,18
veri good phone,13
need volum,9
readi compet,11
bad,3
pretti decent phone camera great,28
great phone great price,20
pretti good,10
certain good cell,15
good upgrad avoid mobil,20
wors quot soup amp string quot,25
mediocr problem ridden phone,25
complaint,9
much money littl phone,19
motorola,8
nice get paid puchas,17
probabl better phone,18
hing broke glu back,16
phone garbag,11
get phone plan use oversea,22
good phone,9
yeah,4
bluetooth ear piec,16
space age look stone age sound,25
veri comfort,11
headset,7
good entri level product,21
difficulti pick voic,18
aiptek charger digit camcord,25
hqrp replac batteri charger kit kodak,32
price right,10
car charger,10
great case onli use pda phone,24
excel case cingular,17
perfect fit,10
great compani,12
overal good phone w problem,23
promis phone deliv,16
great servic,11
black pearl,10
soni ericsson k cyber shot jet black phone unlock,41
great phone minor annoy,20
good yet,7
veri happi high recommend,22
le expens much thinner ani phone class,32
great cell phone,14
best phone ever,13
great phone good batteri nice interfac,33
solid cell phone,14
great phone,10
micro photo,10
work hardwar problem later,23
wall charger prompt broke,22
veri inexpens cell phone charger,28
good first,9
great deal,9
poor phone servic,15
short cord,9
phone jack,9
work great,9
easi instal perform design,23
plug cigarett lighter,19
stink,5
real car charger nokia,19
phone,5
cell charger,11
great charger great price,22
also doe work cellphon claim doe work,31
work okay cheap rubber cord doe last long,34
great product awesom valu,22
great accessori,14
also work new nokia seri,20
great accessori,14
broken,6
nokia lch car charger nokia phone bluetooth headset,44
veri use,7
work,4
wow,3
nokia charger car,15
nokia lch car charger,18
name brand problem yea right,24
v cell phone charger,17
describ,7
steadi charg,11
work,4
cord bit short,12
mislead,7
fast charger,11
doe work nokia cell phone,21
ok,2
doe fit nokia n sad dissapoint,25
work gr,6
complaint far,12
never receiv bluetooth headset,27
mine work,8
nokia car charger nokia phone,25
work fine amp dandi,16
veri good reliabl charger,22
handi accessori cell phone,23
broken,6
work,4
skimp charger,12
great charger,12
go dead batteri,13
model,5
meet requir option part,20
excel charger,12
interest servic,14
great bargain,12
nokia lch car charger nokia phone bluetooth headset,44
